PHY_ExG_Response.csv
Serial number : 240315(HUS VM)
From : 2017/04/05 00:00
To   : 2017/04/06 00:00
sampling rate : 1

"No.","time","E1-1","E1-2","E1-3","E1-4","E1-5","E1-6","E1-7","E1-8","E1-9","E1-10","E1-11","E1-12","E1-13","E1-14","E1-15","E1-16","E1-17","E1-18"
"505","2017/04/05 08:25",3,1,3,6,3,1,1,3,2,4,-3,3,2,3,-3,-3,2,-3
"506","2017/04/05 08:26",1,1,2,3,1,1,2,1,1,5,7,4,-3,2,-3,3,1,2
"507","2017/04/05 08:27",-3,1,-3,2,-3,1,2,1,2,5,-3,-3,-3,1,3,-3,2,1
"508","2017/04/05 08:28",2,2,2,2,3,1,2,2,2,3,2,2,2,2,1,2,2,1
"509","2017/04/05 08:29",3,2,4,2,4,1,3,2,2,3,4,6,4,3,4,4,2,-3
"510","2017/04/05 08:30",4,3,3,3,4,3,3,4,4,4,7,6,4,4,2,4,4,3
"511","2017/04/05 08:31",4,3,4,3,4,2,3,4,3,5,6,6,3,3,3,4,4,4
"512","2017/04/05 08:32",1,2,2,5,1,1,3,-3,6,3,1,2,2,1,-3,-3,2,3
"513","2017/04/05 08:33",1,1,-3,-3,2,1,1,-3,1,-3,-3,3,1,2,1,3,-3,1
"514","2017/04/05 08:34",2,1,-3,-3,-3,1,-3,1,1,2,-3,7,1,1,3,-3,1,2
"515","2017/04/05 08:35",-3,2,2,1,4,-3,-3,2,1,2,-3,1,1,1,-3,1,2,-3
"516","2017/04/05 08:36",1,1,2,2,2,2,1,2,1,1,2,1,3,2,2,1,2,2
"517","2017/04/05 08:37",1,2,1,1,1,1,1,1,1,2,2,-3,1,1,2,-3,1,-3
"518","2017/04/05 08:38",1,1,3,-3,2,2,1,6,5,1,4,7,4,3,-3,2,1,4
"519","2017/04/05 08:39",8,6,7,8,7,8,8,8,8,8,9,9,8,6,6,7,8,8
"520","2017/04/05 08:40",2,2,3,1,2,4,3,2,2,1,-3,6,2,1,3,2,2,-3
"521","2017/04/05 08:41",4,2,2,3,4,4,3,4,3,3,6,3,3,3,5,6,2,5
"522","2017/04/05 08:42",4,2,4,2,-3,1,3,2,1,-3,-3,-3,4,1,2,-3,1,1
"523","2017/04/05 08:43",1,1,1,2,1,1,1,-3,2,-3,-3,-3,1,1,-3,-3,1,1
"524","2017/04/05 08:44",4,2,2,3,2,3,1,2,3,-3,-3,3,-3,1,4,4,1,2
"525","2017/04/05 08:45",1,1,-3,-3,1,2,2,1,1,1,-3,1,1,1,-3,-3,-3,1
"526","2017/04/05 08:46",2,2,1,1,2,1,1,3,1,4,2,-3,2,3,-3,1,1,2
"527","2017/04/05 08:47",2,1,2,4,-3,1,1,1,3,4,4,-3,-3,3,-3,1,1,-3
"528","2017/04/05 08:48",5,2,-3,2,2,1,1,4,2,-3,4,7,3,2,2,2,1,-3
"529","2017/04/05 08:49",1,1,1,1,3,1,3,3,2,-3,-3,7,2,2,2,2,-3,-3
"530","2017/04/05 08:50",2,1,3,3,3,1,2,3,1,-3,4,-3,-3,1,2,3,3,4
"531","2017/04/05 08:51",2,2,2,3,2,2,2,3,2,2,3,5,4,2,3,2,3,4
"532","2017/04/05 08:52",3,2,4,2,3,3,2,4,1,3,4,2,3,3,2,1,4,-3
"533","2017/04/05 08:53",4,4,-3,2,2,3,2,4,4,1,4,5,2,4,2,4,2,4
"534","2017/04/05 08:54",2,1,3,1,2,2,2,4,1,2,1,2,1,-3,1,1,1,1
"535","2017/04/05 08:55",5,3,-3,2,2,1,1,4,4,3,8,3,2,3,2,1,1,2
"536","2017/04/05 08:56",4,2,3,2,2,2,2,2,3,2,6,3,3,3,2,4,3,2
"537","2017/04/05 08:57",4,2,3,1,2,3,4,3,3,1,6,5,4,3,2,4,3,3
"538","2017/04/05 08:58",2,1,3,1,2,2,1,4,1,5,3,4,3,2,2,3,1,2
"539","2017/04/05 08:59",2,2,2,4,2,2,3,4,4,4,4,4,2,3,2,3,2,3
"540","2017/04/05 09:00",2,3,4,2,3,2,3,4,6,5,1,4,4,4,-3,3,2,3
"541","2017/04/05 09:01",4,2,2,2,4,2,3,4,5,8,3,3,2,10,4,13,8,11
"542","2017/04/05 09:02",3,3,2,2,2,1,1,1,1,4,1,1,4,1,1,1,2,1
"543","2017/04/05 09:03",3,3,3,3,3,2,2,4,4,2,3,4,2,3,2,2,4,3
"544","2017/04/05 09:04",3,2,3,1,2,2,1,3,2,2,-3,2,3,4,4,1,3,-3
"545","2017/04/05 09:05",2,1,-3,1,3,1,1,1,2,5,2,2,1,-3,-3,2,2,3
"546","2017/04/05 09:06",1,2,2,2,2,1,1,2,2,3,2,3,1,1,2,2,1,1
"547","2017/04/05 09:07",2,2,1,2,2,1,2,1,1,4,1,1,2,2,3,3,2,1
"548","2017/04/05 09:08",2,2,2,1,1,1,2,4,2,4,1,4,1,1,2,1,1,1
"549","2017/04/05 09:09",2,2,3,1,3,3,2,3,2,4,3,2,1,2,1,1,2,2
"550","2017/04/05 09:10",4,2,3,3,-3,2,5,3,4,4,7,4,2,4,4,4,4,4
"551","2017/04/05 09:11",1,2,2,2,2,1,1,4,4,4,2,6,4,3,1,3,3,-3
"552","2017/04/05 09:12",2,2,3,3,3,1,1,3,3,6,-3,7,4,3,2,2,-3,-3
"553","2017/04/05 09:13",2,2,3,3,2,2,1,2,1,6,2,4,3,3,-3,2,2,4
"554","2017/04/05 09:14",1,2,3,2,1,2,3,2,1,6,1,-3,2,2,-3,2,2,-3
"555","2017/04/05 09:15",1,1,3,2,2,-3,2,6,1,1,-3,6,3,-3,-3,2,1,1
"556","2017/04/05 09:16",2,3,3,3,2,3,2,4,3,6,4,6,2,4,2,2,4,4
"557","2017/04/05 09:17",2,1,3,2,2,2,1,-3,1,-3,-3,1,1,2,1,1,3,2
"558","2017/04/05 09:18",2,1,2,1,3,2,1,1,1,8,8,5,2,1,2,1,1,3
"559","2017/04/05 09:19",3,1,4,4,4,4,3,4,2,7,8,6,3,3,3,2,4,4
"560","2017/04/05 09:20",2,1,1,1,3,4,1,1,1,-3,4,-3,1,1,1,-3,-3,2
"561","2017/04/05 09:21",2,2,3,1,7,2,1,1,1,1,6,3,1,1,1,2,2,1
"562","2017/04/05 09:22",1,2,1,4,5,6,2,1,2,2,1,10,3,1,2,4,-3,3
"563","2017/04/05 09:23",4,3,4,6,4,7,3,3,3,3,6,4,4,4,2,3,2,2
"564","2017/04/05 09:24",4,3,6,4,4,4,2,2,4,4,-3,4,2,3,3,2,3,2
"565","2017/04/05 09:25",5,3,3,2,4,3,1,-3,1,1,-3,2,1,1,2,1,-3,3
"566","2017/04/05 09:26",1,2,3,3,4,3,2,3,2,2,4,4,2,2,2,3,4,4
"567","2017/04/05 09:27",2,2,1,3,7,3,3,3,3,1,2,3,2,2,2,2,-3,4
"568","2017/04/05 09:28",3,1,3,2,4,3,3,4,2,2,4,4,2,3,2,2,2,3
"569","2017/04/05 09:29",2,2,6,3,1,3,2,4,3,1,3,2,2,2,2,1,1,3
"570","2017/04/05 09:30",2,3,5,4,2,4,1,3,4,2,1,3,4,2,3,2,1,3
"571","2017/04/05 09:31",3,1,4,4,4,4,2,4,3,4,5,4,3,3,3,2,2,3
"572","2017/04/05 09:32",4,3,4,2,2,2,1,3,3,3,6,2,2,3,4,2,2,2
"573","2017/04/05 09:33",4,2,3,4,6,3,2,3,2,4,6,3,2,2,2,3,2,2
"574","2017/04/05 09:34",6,2,5,3,5,5,4,3,4,2,5,4,2,4,2,4,2,3
"575","2017/04/05 09:35",3,1,6,2,4,2,3,3,2,1,6,4,4,4,2,4,2,2
"576","2017/04/05 09:36",4,4,4,2,4,3,1,4,3,1,4,4,4,2,3,3,1,2
"577","2017/04/05 09:37",1,1,1,2,2,3,1,3,3,2,3,2,4,2,2,2,1,1
"578","2017/04/05 09:38",4,3,1,4,3,6,3,3,4,4,7,4,3,4,3,3,2,2
"579","2017/04/05 09:39",3,1,3,2,3,8,2,4,1,2,5,3,4,3,1,3,2,2
"580","2017/04/05 09:40",2,2,4,2,4,3,1,4,3,4,2,4,3,3,-3,3,1,2
"581","2017/04/05 09:41",1,1,3,1,2,1,1,1,2,-3,3,2,3,2,2,2,2,2
"582","2017/04/05 09:42",2,2,3,2,6,3,2,3,4,3,4,1,4,4,2,3,4,2
"583","2017/04/05 09:43",3,3,2,2,4,7,2,4,2,4,4,4,3,4,3,4,4,-3
"584","2017/04/05 09:44",1,1,3,1,1,1,1,1,2,1,4,-3,2,-3,3,3,1,3
"585","2017/04/05 09:45",5,1,3,1,1,3,2,2,1,2,6,3,2,2,2,3,1,3
"586","2017/04/05 09:46",2,2,3,1,2,2,2,3,1,4,2,2,2,2,7,3,1,4
"587","2017/04/05 09:47",2,3,3,5,3,2,1,2,2,5,1,3,2,3,4,2,4,3
"588","2017/04/05 09:48",4,3,3,9,2,1,1,3,3,4,3,4,1,2,3,3,1,2
"589","2017/04/05 09:49",3,2,1,4,4,4,6,3,3,1,3,4,2,2,1,2,2,3
"590","2017/04/05 09:50",2,3,4,3,2,1,1,1,1,2,1,4,2,2,1,2,1,1
"591","2017/04/05 09:51",1,1,-3,2,3,2,1,2,1,3,1,1,3,2,1,2,1,2
"592","2017/04/05 09:52",1,2,4,3,5,1,1,1,1,3,1,3,3,1,1,1,4,1
"593","2017/04/05 09:53",2,3,8,4,3,3,2,1,2,2,2,3,2,3,1,2,2,4
"594","2017/04/05 09:54",4,2,6,2,4,1,2,3,4,4,5,2,4,3,2,1,2,3
"595","2017/04/05 09:55",2,2,4,1,4,2,4,1,2,3,3,2,3,2,1,1,2,3
"596","2017/04/05 09:56",3,3,6,3,8,7,2,2,5,8,6,8,4,4,2,3,3,4
"597","2017/04/05 09:57",2,1,3,3,1,3,1,1,6,3,4,4,3,2,1,4,1,-3
"598","2017/04/05 09:58",2,1,4,2,3,1,2,1,2,4,4,2,1,2,1,1,2,1
"599","2017/04/05 09:59",5,4,4,6,6,6,3,2,4,4,6,7,3,4,4,4,2,6
"600","2017/04/05 10:00",-3,4,2,1,1,2,1,2,4,1,1,4,3,4,4,1,1,3
"601","2017/04/05 10:01",5,6,6,6,6,7,3,4,4,6,6,7,3,3,2,3,3,4
"602","2017/04/05 10:02",7,5,6,6,6,8,4,4,6,7,5,6,4,3,4,3,3,3
"603","2017/04/05 10:03",2,3,4,2,3,2,1,1,1,3,2,5,3,3,1,3,2,3
"604","2017/04/05 10:04",2,4,3,2,4,1,1,3,7,2,1,4,1,1,1,1,3,3
"605","2017/04/05 10:05",4,1,4,1,1,4,1,-3,3,1,2,6,1,1,1,2,3,3
"606","2017/04/05 10:06",6,10,8,11,10,10,5,3,1,2,1,10,2,2,2,3,1,2
"607","2017/04/05 10:07",1,1,3,5,1,3,2,2,1,2,1,10,1,1,2,3,1,1
"608","2017/04/05 10:08",4,1,4,1,2,3,2,1,1,1,6,8,1,-3,1,2,1,1
"609","2017/04/05 10:09",6,3,6,1,4,3,2,1,3,1,6,4,3,1,4,3,1,3
"610","2017/04/05 10:10",6,7,6,1,6,6,2,3,3,4,3,4,3,3,4,3,3,4
"611","2017/04/05 10:11",10,8,11,3,3,7,7,5,1,3,1,6,1,2,3,3,4,2
"612","2017/04/05 10:12",3,1,4,2,6,2,4,6,2,2,2,1,1,1,2,3,4,1
"613","2017/04/05 10:13",3,3,6,3,6,4,1,4,2,1,2,2,8,2,1,1,2,4
"614","2017/04/05 10:14",1,1,3,7,1,1,3,1,2,2,1,2,1,5,2,1,4,1
"615","2017/04/05 10:15",7,6,6,6,2,4,3,1,3,2,3,2,3,4,3,6,3,5
"616","2017/04/05 10:16",5,4,6,4,6,3,2,3,4,4,5,6,3,3,5,3,4,2
"617","2017/04/05 10:17",1,2,5,3,3,2,1,3,1,4,1,2,1,1,2,1,2,2
"618","2017/04/05 10:18",4,4,8,5,3,2,1,1,3,2,1,5,2,2,2,2,1,1
"619","2017/04/05 10:19",2,2,4,1,2,1,-3,1,1,1,4,2,5,1,1,1,1,1
"620","2017/04/05 10:20",3,1,10,1,1,4,1,2,4,1,3,3,1,1,3,-3,3,1
"621","2017/04/05 10:21",4,2,3,1,4,7,3,3,2,2,4,4,2,4,1,3,3,1
"622","2017/04/05 10:22",4,3,1,2,3,2,2,3,4,3,2,5,2,3,4,3,2,3
"623","2017/04/05 10:23",4,2,2,1,1,2,2,3,3,4,4,3,2,2,3,3,2,2
"624","2017/04/05 10:24",1,1,2,1,3,18,2,1,2,3,9,6,2,1,2,1,2,2
"625","2017/04/05 10:25",1,1,6,7,1,1,1,1,1,4,4,1,1,3,2,1,1,4
"626","2017/04/05 10:26",3,4,3,6,4,1,1,4,2,2,2,3,2,2,1,2,4,3
"627","2017/04/05 10:27",3,2,2,6,5,3,2,3,3,2,1,6,2,1,2,2,2,4
"628","2017/04/05 10:28",1,1,5,1,5,2,6,3,1,1,2,1,3,1,1,1,2,1
"629","2017/04/05 10:29",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"630","2017/04/05 10:30",5,3,4,4,6,3,2,4,3,4,4,1,2,4,4,3,2,4
"631","2017/04/05 10:31",2,1,8,4,3,4,2,2,2,4,1,7,2,3,3,2,1,2
"632","2017/04/05 10:32",3,2,1,1,1,1,2,1,1,2,3,1,1,1,2,1,1,1
"633","2017/04/05 10:33",-3,1,1,2,2,1,3,1,3,5,2,1,3,1,1,1,1,2
"634","2017/04/05 10:34",1,1,-3,1,1,-3,1,-3,1,1,1,1,1,1,-3,1,1,1
"635","2017/04/05 10:35",-3,1,-3,2,1,1,1,-3,1,1,1,1,1,1,-3,-3,1,2
"636","2017/04/05 10:36",1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"637","2017/04/05 10:37",1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2
"638","2017/04/05 10:38",-3,1,1,3,2,1,3,1,2,1,1,2,1,5,3,1,2,1
"639","2017/04/05 10:39",1,2,-3,1,1,1,2,1,1,1,2,-3,1,-3,3,1,1,1
"640","2017/04/05 10:40",1,1,1,1,6,1,8,1,3,5,-3,1,-3,1,-3,1,1,-3
"641","2017/04/05 10:41",-3,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1
"642","2017/04/05 10:42",3,1,3,2,2,1,2,2,4,6,-3,4,3,-3,2,1,1,1
"643","2017/04/05 10:43",-3,1,-3,1,1,2,1,2,1,1,-3,2,1,1,1,1,1,3
"644","2017/04/05 10:44",1,3,2,1,6,2,1,4,2,1,-3,1,1,1,1,1,1,1
"645","2017/04/05 10:45",3,7,7,3,1,1,1,1,1,2,4,1,2,2,1,2,2,1
"646","2017/04/05 10:46",1,2,2,6,4,1,1,1,2,3,2,4,1,1,3,2,3,3
"647","2017/04/05 10:47",1,2,2,2,4,1,2,1,2,1,3,1,1,1,1,2,1,1
"648","2017/04/05 10:48",3,3,4,6,1,4,1,2,2,1,1,1,1,2,1,1,2,1
"649","2017/04/05 10:49",4,2,2,1,1,2,1,2,1,1,4,4,2,1,1,2,2,1
"650","2017/04/05 10:50",1,1,1,6,4,4,1,1,1,2,1,3,2,1,2,1,2,4
"651","2017/04/05 10:51",2,2,2,2,6,3,3,1,1,4,2,9,2,1,2,2,1,2
"652","2017/04/05 10:52",1,2,1,1,1,1,8,1,1,-3,1,6,2,1,1,1,-3,1
"653","2017/04/05 10:53",1,3,3,7,2,1,-3,1,3,2,-3,4,1,1,3,1,1,2
"654","2017/04/05 10:54",1,1,1,4,3,1,1,1,3,2,1,1,1,-3,1,1,2,1
"655","2017/04/05 10:55",1,4,4,2,2,2,1,3,2,2,2,8,1,-3,1,1,2,1
"656","2017/04/05 10:56",4,6,5,9,8,7,1,4,5,6,1,6,4,1,3,4,3,1
"657","2017/04/05 10:57",1,2,-3,1,2,-3,2,1,3,4,1,1,2,1,3,1,1,-3
"658","2017/04/05 10:58",1,4,-3,4,6,1,2,4,2,1,4,6,4,-3,-3,2,2,-3
"659","2017/04/05 10:59",3,3,3,4,6,4,2,4,4,4,4,4,2,-3,3,2,2,3
"660","2017/04/05 11:00",4,4,8,4,3,4,1,-3,3,4,1,6,3,3,2,2,3,3
"661","2017/04/05 11:01",3,4,5,6,4,3,4,1,4,4,6,4,2,2,3,2,3,3
"662","2017/04/05 11:02",2,4,4,1,3,1,2,3,2,4,4,4,2,1,4,3,2,2
"663","2017/04/05 11:03",1,3,2,3,3,4,1,2,4,3,1,2,2,2,1,2,2,1
"664","2017/04/05 11:04",2,3,2,3,3,3,2,2,4,2,4,7,2,1,1,3,2,1
"665","2017/04/05 11:05",2,3,2,2,2,3,1,2,2,2,1,2,3,-3,2,1,1,2
"666","2017/04/05 11:06",5,3,1,2,2,4,1,2,3,2,3,2,3,3,2,2,2,2
"667","2017/04/05 11:07",4,2,4,4,4,7,2,3,4,6,3,3,3,2,4,1,3,4
"668","2017/04/05 11:08",4,3,4,4,6,6,3,3,4,5,4,4,4,3,2,3,3,4
"669","2017/04/05 11:09",2,4,1,2,1,3,1,1,3,2,1,1,-3,1,1,1,-3,3
"670","2017/04/05 11:10",4,3,4,3,3,4,2,3,3,3,4,3,3,4,4,3,3,4
"671","2017/04/05 11:11",2,1,1,4,2,3,1,3,4,6,3,-3,3,1,2,1,3,1
"672","2017/04/05 11:12",3,1,2,1,2,3,1,1,1,1,6,1,4,-3,4,-3,1,-3
"673","2017/04/05 11:13",1,2,3,3,4,3,4,2,2,3,1,6,2,2,3,3,2,4
"674","2017/04/05 11:14",3,1,2,1,1,1,-3,1,2,3,1,1,-3,1,-3,1,-3,1
"675","2017/04/05 11:15",1,2,1,2,1,6,2,2,3,5,4,6,3,4,3,3,1,4
"676","2017/04/05 11:16",3,3,3,2,4,2,3,2,4,2,4,4,2,2,2,1,3,2
"677","2017/04/05 11:17",3,2,2,3,2,4,2,3,1,3,4,3,4,2,2,1,-3,2
"678","2017/04/05 11:18",3,2,1,4,4,2,2,2,3,2,4,4,3,1,2,2,2,1
"679","2017/04/05 11:19",1,1,1,2,1,2,1,1,1,4,1,1,-3,1,1,1,2,1
"680","2017/04/05 11:20",1,1,1,1,1,4,1,1,1,-3,-3,1,-3,1,1,1,1,1
"681","2017/04/05 11:21",1,2,1,2,1,4,1,2,1,1,1,1,1,1,2,1,1,2
"682","2017/04/05 11:22",-3,1,1,1,1,3,1,1,1,-3,1,2,2,1,1,-3,1,1
"683","2017/04/05 11:23",4,3,4,2,5,4,3,2,2,7,8,2,4,3,1,6,4,3
"684","2017/04/05 11:24",2,1,4,2,5,4,3,3,4,5,6,7,2,3,3,2,3,3
"685","2017/04/05 11:25",1,1,3,1,1,1,1,1,1,1,2,3,-3,1,2,1,1,-3
"686","2017/04/05 11:26",1,1,1,1,1,1,1,1,1,1,1,-3,-3,1,1,-3,1,-3
"687","2017/04/05 11:27",1,1,1,-3,-3,1,-3,1,1,9,1,1,-3,1,2,-3,1,-3
"688","2017/04/05 11:28",-3,1,5,-3,-3,3,2,1,1,-3,1,1,1,1,-3,2,1,1
"689","2017/04/05 11:29",1,1,-3,1,2,-3,1,1,1,-3,3,-3,1,1,-3,-3,1,-3
"690","2017/04/05 11:30",-3,1,-3,-3,1,1,2,1,1,2,-3,3,-3,-3,1,1,1,1
"691","2017/04/05 11:31",3,2,4,2,3,2,2,2,4,2,3,4,2,2,2,1,3,2
"692","2017/04/05 11:32",1,1,1,1,1,1,1,1,6,-3,-3,1,-3,-3,1,1,2,-3
"693","2017/04/05 11:33",2,1,5,-3,2,3,2,4,1,1,5,4,3,2,-3,3,3,-3
"694","2017/04/05 11:34",3,2,6,3,5,4,2,3,2,4,4,6,4,1,5,2,3,3
"695","2017/04/05 11:35",1,1,-3,1,-3,1,-3,3,1,2,3,1,-3,-3,-3,1,2,-3
"696","2017/04/05 11:36",2,6,2,11,6,3,2,1,2,8,5,1,2,2,5,10,4,2
"697","2017/04/05 11:37",2,2,1,-3,6,2,1,1,1,2,1,3,-3,1,1,2,1,2
"698","2017/04/05 11:38",7,4,6,6,8,8,4,3,4,6,6,9,3,3,4,4,4,4
"699","2017/04/05 11:39",4,4,4,6,6,6,3,4,5,6,7,8,3,3,4,4,3,3
"700","2017/04/05 11:40",4,3,3,2,5,4,2,3,3,4,6,5,3,3,3,3,2,2
"701","2017/04/05 11:41",4,3,4,4,3,6,4,3,3,6,3,6,4,3,4,4,2,6
"702","2017/04/05 11:42",3,3,4,6,3,6,2,3,3,4,5,5,3,3,2,3,2,2
"703","2017/04/05 11:43",2,2,4,3,3,6,1,3,3,2,3,2,2,3,3,3,1,3
"704","2017/04/05 11:44",1,1,1,1,2,1,2,1,1,3,1,-3,2,1,4,1,1,-3
"705","2017/04/05 11:45",1,1,1,3,1,3,2,3,1,2,2,6,2,1,2,3,1,2
"706","2017/04/05 11:46",2,1,4,4,3,5,3,2,5,4,4,2,3,3,2,3,2,3
"707","2017/04/05 11:47",1,1,2,1,1,1,1,1,1,3,1,1,1,4,-3,-3,1,-3
"708","2017/04/05 11:48",2,1,3,4,4,4,3,4,3,1,3,1,2,1,2,3,1,6
"709","2017/04/05 11:49",-3,1,-3,1,2,2,1,2,1,1,1,1,1,2,-3,-3,1,1
"710","2017/04/05 11:50",8,8,9,7,9,9,6,8,8,8,8,9,8,7,6,7,8,7
"711","2017/04/05 11:51",1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,1,1
"712","2017/04/05 11:52",-3,1,1,2,-3,1,1,1,1,2,1,-3,2,1,2,2,2,2
"713","2017/04/05 11:53",1,2,1,3,2,1,2,4,2,-3,1,2,2,2,3,-3,2,-3
"714","2017/04/05 11:54",2,2,-3,1,5,1,2,2,4,-3,1,3,1,1,3,-3,1,-3
"715","2017/04/05 11:55",-3,2,-3,2,3,1,3,1,1,1,2,3,2,2,2,2,2,3
"716","2017/04/05 11:56",2,2,1,2,1,2,1,1,1,1,4,1,2,2,2,1,1,1
"717","2017/04/05 11:57",3,1,-3,2,2,2,2,-3,2,4,2,2,2,2,2,2,2,2
"718","2017/04/05 11:58",2,2,1,2,2,3,1,-3,3,2,1,1,2,1,2,2,1,1
"719","2017/04/05 11:59",1,2,-3,3,2,2,2,1,1,1,2,-3,2,2,2,2,3,3
"720","2017/04/05 12:00",-3,2,-3,2,2,1,-3,3,1,-3,2,1,1,1,2,2,1,1
"721","2017/04/05 12:01",1,2,3,2,3,4,2,1,4,2,2,3,4,2,2,2,1,3
"722","2017/04/05 12:02",1,1,2,2,2,1,2,3,2,-3,3,-3,2,1,3,2,-3,1
"723","2017/04/05 12:03",1,1,-3,2,1,1,-3,1,1,4,2,-3,1,3,1,2,1,3
"724","2017/04/05 12:04",1,3,2,2,2,3,2,2,4,3,2,2,3,2,2,1,1,2
"725","2017/04/05 12:05",2,2,1,2,-3,1,1,-3,1,1,1,3,1,1,2,1,1,-3
"726","2017/04/05 12:06",3,2,1,3,2,2,2,1,3,1,1,4,2,1,1,2,2,1
"727","2017/04/05 12:07",2,1,3,1,1,1,2,3,2,1,3,1,2,1,1,1,1,1
"728","2017/04/05 12:08",1,1,2,1,1,1,1,1,1,1,1,-3,-3,1,1,1,1,1
"729","2017/04/05 12:09",1,1,1,1,1,1,1,1,4,1,1,1,-3,1,1,1,1,1
"730","2017/04/05 12:10",1,3,1,5,6,2,1,2,2,4,2,5,1,1,2,2,2,4
"731","2017/04/05 12:11",4,1,1,1,1,1,1,1,1,-3,3,6,3,1,1,2,1,-3
"732","2017/04/05 12:12",-3,3,4,2,3,3,1,2,3,5,4,5,1,2,2,3,4,1
"733","2017/04/05 12:13",1,2,2,2,2,4,3,4,2,3,3,6,3,2,2,1,3,4
"734","2017/04/05 12:14",-3,2,1,2,1,1,1,1,5,-3,2,1,2,2,2,2,1,1
"735","2017/04/05 12:15",2,2,6,3,4,3,3,2,3,3,3,2,4,4,2,2,3,6
"736","2017/04/05 12:16",3,1,2,2,4,2,2,3,2,4,4,4,3,3,2,3,4,4
"737","2017/04/05 12:17",4,1,2,2,1,1,2,3,2,1,-3,3,2,2,2,1,2,1
"738","2017/04/05 12:18",2,1,1,3,1,5,1,4,1,4,-3,1,2,2,2,1,1,3
"739","2017/04/05 12:19",2,1,2,2,1,3,1,2,2,1,2,1,2,4,3,2,1,3
"740","2017/04/05 12:20",1,1,1,3,3,5,3,1,1,2,1,2,3,1,2,-3,1,2
"741","2017/04/05 12:21",4,1,1,1,1,6,2,2,1,4,1,1,1,1,1,1,1,2
"742","2017/04/05 12:22",3,4,3,3,4,6,2,2,3,2,3,3,4,3,3,3,3,3
"743","2017/04/05 12:23",3,3,4,6,5,6,4,4,3,4,4,7,4,4,3,3,2,6
"744","2017/04/05 12:24",-3,1,2,3,3,2,1,1,3,3,8,2,3,3,3,3,1,2
"745","2017/04/05 12:25",1,1,4,2,1,1,1,2,2,2,-3,-3,1,-3,-3,1,1,2
"746","2017/04/05 12:26",1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
"747","2017/04/05 12:27",4,2,7,3,3,3,2,2,2,3,3,2,3,4,3,2,3,4
"748","2017/04/05 12:28",-3,1,1,3,2,1,2,2,1,1,4,4,2,1,2,1,2,1
"749","2017/04/05 12:29",1,1,3,3,1,2,2,2,2,1,1,-3,-3,1,1,2,1,-3
"750","2017/04/05 12:30",5,2,3,4,1,3,1,1,5,1,2,3,2,1,1,2,2,1
"751","2017/04/05 12:31",2,2,3,3,2,3,1,2,2,3,3,2,1,1,2,1,2,4
"752","2017/04/05 12:32",3,2,-3,4,3,2,2,2,2,4,4,4,1,1,1,4,3,4
"753","2017/04/05 12:33",2,1,2,4,2,2,2,1,4,3,2,3,1,1,1,3,3,1
"754","2017/04/05 12:34",2,2,1,1,2,3,3,1,2,4,1,4,2,2,3,2,2,1
"755","2017/04/05 12:35",2,1,1,2,8,4,4,4,4,3,2,4,1,1,3,1,2,1
"756","2017/04/05 12:36",2,3,4,2,3,4,1,2,2,4,2,5,2,2,2,2,2,2
"757","2017/04/05 12:37",3,4,3,4,6,6,1,3,3,5,3,4,3,2,4,2,2,2
"758","2017/04/05 12:38",3,2,2,3,3,3,2,2,3,3,2,3,2,2,2,2,3,4
"759","2017/04/05 12:39",4,2,3,4,4,5,3,4,3,3,2,4,4,3,3,3,3,3
"760","2017/04/05 12:40",2,4,3,4,4,4,4,2,2,3,8,5,2,2,3,3,2,3
"761","2017/04/05 12:41",3,2,4,4,6,4,1,4,3,3,5,3,3,2,3,2,2,2
"762","2017/04/05 12:42",3,3,5,4,4,4,3,4,3,3,6,4,4,-3,2,2,2,2
"763","2017/04/05 12:43",4,4,6,3,3,4,3,2,2,4,3,4,2,2,4,2,2,4
"764","2017/04/05 12:44",2,3,3,3,4,6,2,3,2,5,1,3,3,6,3,1,2,4
"765","2017/04/05 12:45",1,3,5,3,4,4,2,2,2,3,1,3,3,1,2,2,2,4
"766","2017/04/05 12:46",2,4,4,3,3,3,4,2,2,2,2,4,2,1,3,1,2,3
"767","2017/04/05 12:47",1,1,1,1,4,2,3,3,4,4,3,3,3,3,2,1,2,1
"768","2017/04/05 12:48",2,1,5,2,1,2,2,2,1,3,2,2,3,3,4,1,1,4
"769","2017/04/05 12:49",1,2,1,4,2,1,2,1,1,2,2,2,1,1,2,1,2,2
"770","2017/04/05 12:50",4,2,3,1,2,4,1,1,2,2,3,4,2,3,2,2,2,1
"771","2017/04/05 12:51",3,3,4,2,4,4,1,1,3,1,1,5,2,2,1,1,1,1
"772","2017/04/05 12:52",3,2,6,1,4,4,1,2,3,4,3,5,4,2,3,4,2,3
"773","2017/04/05 12:53",4,2,3,6,2,4,1,4,3,4,4,6,1,4,3,3,3,4
"774","2017/04/05 12:54",2,1,6,4,1,3,2,3,4,2,7,1,1,-3,4,1,4,1
