PHY_ExG_Response.csv
Serial number : 240315(HUS VM)
From : 2017/04/05 00:00
To   : 2017/04/06 00:00
sampling rate : 1

"No.","time","E1-1","E1-2","E1-3","E1-4","E1-5","E1-6","E1-7","E1-8","E1-9","E1-10","E1-11","E1-12","E1-13","E1-14","E1-15","E1-16","E1-17","E1-18"
"249","2017/04/05 04:09",1,1,1,2,2,2,7,1,1,1,1,2,1,1,1,1,1,1
"250","2017/04/05 04:10",2,1,4,4,2,3,4,3,3,4,4,4,4,2,1,1,4,1
"251","2017/04/05 04:11",3,2,1,2,3,4,3,2,3,8,5,7,3,2,2,2,4,2
"252","2017/04/05 04:12",2,2,3,2,1,1,4,2,5,-3,1,7,2,2,2,2,2,4
"253","2017/04/05 04:13",1,1,2,2,2,2,1,1,-3,2,-3,4,3,2,1,3,4,2
"254","2017/04/05 04:14",3,1,1,2,4,5,1,-3,1,-3,1,4,-3,1,1,1,1,1
"255","2017/04/05 04:15",1,1,1,1,-3,-3,1,-3,1,-3,-3,5,-3,2,-3,1,2,1
"256","2017/04/05 04:16",2,1,2,1,3,2,2,2,2,4,1,-3,2,2,2,-3,-3,1
"257","2017/04/05 04:17",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-3,3
"258","2017/04/05 04:18",1,1,2,1,3,1,1,-3,1,4,1,-3,1,3,1,3,4,1
"259","2017/04/05 04:19",1,1,1,1,1,1,1,1,1,1,1,1,-3,1,1,1,2,1
"260","2017/04/05 04:20",-3,1,1,1,1,-3,1,-3,1,-3,-3,1,-3,1,-3,1,4,-3
"261","2017/04/05 04:21",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
"262","2017/04/05 04:22",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
"263","2017/04/05 04:23",1,1,1,1,1,-3,1,1,1,1,-3,1,1,1,1,1,1,1
"264","2017/04/05 04:24",1,2,1,1,1,1,2,1,1,2,-3,2,2,2,1,2,2,2
"265","2017/04/05 04:25",-3,1,-3,-3,-3,-3,1,-3,1,1,-3,-3,-3,-3,-3,1,1,1
"266","2017/04/05 04:26",-3,1,-3,1,1,1,1,-3,1,-3,-3,1,-3,-3,-3,1,2,1
"267","2017/04/05 04:27",-3,1,-3,-3,1,1,1,-3,1,-3,1,-3,1,-3,1,1,1,1
"268","2017/04/05 04:28",1,1,-3,1,-3,1,1,-3,1,1,-3,-3,-3,1,1,1,-3,1
"269","2017/04/05 04:29",-3,1,-3,1,-3,1,2,-3,1,-3,-3,7,-3,1,-3,1,2,1
"270","2017/04/05 04:30",-3,1,-3,1,-3,1,1,-3,1,-3,-3,-3,-3,-3,-3,1,1,1
"271","2017/04/05 04:31",1,1,1,1,2,2,2,3,1,-3,3,1,-3,2,-3,1,2,2
"272","2017/04/05 04:32",-3,1,-3,1,2,3,2,1,1,-3,-3,3,1,1,5,1,4,2
"273","2017/04/05 04:33",-3,1,1,1,1,1,1,1,1,-3,-3,1,-3,1,1,1,1,1
"274","2017/04/05 04:34",-3,1,1,-3,1,-3,-3,1,1,1,-3,-3,-3,-3,1,1,-3,1
"275","2017/04/05 04:35",-3,1,-3,-3,1,-3,1,1,1,-3,-3,-3,-3,1,-3,1,1,1
"276","2017/04/05 04:36",1,1,1,1,1,1,1,1,1,2,1,1,1,-3,1,1,1,1
"277","2017/04/05 04:37",-3,1,1,-3,1,1,1,4,1,-3,-3,-3,-3,-3,-3,1,1,1
"278","2017/04/05 04:38",-3,1,-3,-3,1,-3,3,-3,-3,-3,1,1,-3,-3,1,1,2,1
"279","2017/04/05 04:39",1,1,-3,-3,1,-3,1,-3,1,-3,1,1,-3,-3,2,1,-3,1
"280","2017/04/05 04:40",-3,1,2,1,1,-3,1,-3,1,-3,-3,1,-3,-3,-3,1,-3,1
"281","2017/04/05 04:41",-3,1,2,1,1,-3,1,-3,1,-3,1,1,1,-3,-3,1,-3,1
"282","2017/04/05 04:42",-3,1,1,1,1,-3,-3,-3,2,-3,-3,-3,1,-3,-3,1,-3,1
"283","2017/04/05 04:43",-3,1,-3,1,1,-3,-3,1,1,-3,-3,-3,1,-3,1,1,-3,1
"284","2017/04/05 04:44",-3,1,-3,1,1,-3,-3,1,1,-3,1,-3,-3,-3,-3,1,-3,1
"285","2017/04/05 04:45",-3,1,1,1,-3,1,1,1,1,-3,-3,1,-3,-3,-3,2,-3,1
"286","2017/04/05 04:46",1,1,1,2,2,1,1,3,1,5,1,1,2,1,2,1,1,1
"287","2017/04/05 04:47",1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
"288","2017/04/05 04:48",-3,1,1,2,-3,1,1,-3,1,-3,-3,2,-3,1,-3,1,1,1
"289","2017/04/05 04:49",-3,1,1,1,-3,-3,1,-3,1,-3,-3,-3,-3,-3,-3,1,1,1
"290","2017/04/05 04:50",-3,1,1,-3,-3,-3,1,-3,1,-3,-3,-3,-3,-3,1,1,1,1
"291","2017/04/05 04:51",-3,1,2,1,-3,1,1,1,1,1,1,1,1,1,1,1,1,1
"292","2017/04/05 04:52",-3,1,1,1,1,-3,1,1,2,-3,-3,-3,1,-3,-3,1,1,1
"293","2017/04/05 04:53",-3,1,1,1,1,1,4,1,1,-3,-3,1,-3,-3,-3,1,-3,1
"294","2017/04/05 04:54",-3,1,-3,1,1,1,-3,1,-3,-3,-3,1,-3,-3,-3,1,-3,1
"295","2017/04/05 04:55",-3,1,6,1,1,-3,-3,1,1,-3,1,1,-3,-3,-3,1,1,1
"296","2017/04/05 04:56",-3,1,1,1,1,1,-3,1,1,1,1,1,-3,-3,-3,2,1,1
"297","2017/04/05 04:57",-3,1,-3,1,-3,1,1,1,1,-3,-3,-3,1,-3,-3,1,-3,1
"298","2017/04/05 04:58",1,1,-3,1,1,1,1,1,1,-3,-3,-3,-3,1,1,1,-3,1
"299","2017/04/05 04:59",-3,1,-3,1,-3,1,1,-3,1,-3,-3,-3,-3,-3,-3,1,1,1
"300","2017/04/05 05:00",-3,1,1,-3,-3,3,1,-3,1,-3,-3,10,-3,-3,-3,1,2,1
"301","2017/04/05 05:01",3,2,3,3,3,2,3,4,1,2,3,8,2,3,2,2,3,2
"302","2017/04/05 05:02",2,1,-3,2,1,2,3,1,2,1,-3,1,-3,1,-3,1,-3,1
"303","2017/04/05 05:03",4,1,4,4,3,1,8,4,2,1,8,10,5,2,2,1,6,2
"304","2017/04/05 05:04",1,6,5,4,6,4,4,6,5,5,7,7,-3,5,4,2,3,6
"305","2017/04/05 05:05",5,4,4,5,5,4,6,6,5,6,8,7,3,4,4,4,2,3
"306","2017/04/05 05:06",1,4,2,3,5,3,6,6,4,1,6,6,2,4,2,1,2,3
"307","2017/04/05 05:07",4,1,1,7,4,6,4,6,6,4,8,1,5,4,4,4,4,4
"308","2017/04/05 05:08",4,3,1,5,5,5,4,5,5,3,6,5,4,-3,1,1,4,6
"309","2017/04/05 05:09",6,-3,6,4,4,4,4,7,8,6,8,6,6,4,6,1,2,7
"310","2017/04/05 05:10",6,4,2,6,4,3,7,6,4,4,7,6,-3,6,6,1,4,6
"311","2017/04/05 05:11",-3,4,1,4,6,4,4,6,6,7,6,6,-3,4,2,4,4,2
"312","2017/04/05 05:12",1,1,3,4,3,4,8,7,6,-3,9,2,-3,1,4,4,3,2
"313","2017/04/05 05:13",1,4,-3,4,4,4,1,6,6,1,6,7,1,4,4,1,3,-3
"314","2017/04/05 05:14",5,1,6,6,6,6,4,6,6,11,7,-3,-3,6,6,4,-3,6
"315","2017/04/05 05:15",1,1,4,5,6,-3,4,5,6,5,7,-3,6,4,5,3,4,-3
"316","2017/04/05 05:16",3,2,3,4,4,4,3,5,6,6,8,1,3,4,5,1,5,4
"317","2017/04/05 05:17",3,2,4,4,13,3,4,8,6,6,6,-3,4,4,2,1,-3,-3
"318","2017/04/05 05:18",2,1,4,4,4,5,3,4,6,-3,8,4,1,4,4,8,3,6
"319","2017/04/05 05:19",4,2,9,5,4,6,4,6,8,8,7,6,6,6,8,5,3,6
"320","2017/04/05 05:20",4,5,5,5,8,7,6,8,6,6,8,7,6,6,5,4,4,6
"321","2017/04/05 05:21",4,3,3,5,6,4,4,5,2,5,8,10,3,3,4,1,3,6
"322","2017/04/05 05:22",1,1,2,3,6,4,4,8,3,5,6,3,-3,2,3,1,4,4
"323","2017/04/05 05:23",2,1,1,-3,3,1,1,-3,3,-3,4,5,1,2,3,1,1,1
"324","2017/04/05 05:24",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"325","2017/04/05 05:25",1,1,1,2,1,1,1,-3,1,-3,2,2,1,-3,-3,2,1,-3
"326","2017/04/05 05:26",1,1,1,2,1,-3,1,-3,1,-3,1,1,1,1,-3,1,1,1
"327","2017/04/05 05:27",-3,-3,1,3,1,1,1,-3,1,-3,1,2,-3,-3,-3,1,1,-3
"328","2017/04/05 05:28",1,1,1,1,1,1,-3,-3,1,1,1,1,-3,1,-3,1,1,1
"329","2017/04/05 05:29",-3,1,1,1,1,1,-3,2,1,-3,1,2,1,1,-3,3,-3,1
"330","2017/04/05 05:30",1,-3,1,-3,1,1,1,1,1,1,-3,-3,1,-3,-3,1,-3,1
"331","2017/04/05 05:31",1,2,2,2,3,1,2,2,2,3,3,2,2,2,2,2,-3,2
"332","2017/04/05 05:32",1,2,1,1,1,1,2,1,2,4,2,2,-3,2,-3,1,-3,3
"333","2017/04/05 05:33",1,2,-3,1,1,1,2,-3,2,3,3,4,-3,2,-3,-3,-3,2
"334","2017/04/05 05:34",1,2,-3,1,1,-3,1,3,3,5,4,1,1,2,-3,6,1,3
"335","2017/04/05 05:35",-3,1,1,1,1,-3,1,-3,1,4,1,1,-3,1,1,1,-3,1
"336","2017/04/05 05:36",1,1,1,1,1,1,1,1,1,1,-3,2,1,2,1,1,1,1
"337","2017/04/05 05:37",-3,2,1,1,1,1,1,-3,1,-3,-3,1,-3,-3,-3,1,1,1
"338","2017/04/05 05:38",-3,2,-3,-3,1,-3,1,-3,1,-3,1,-3,-3,-3,-3,1,1,1
"339","2017/04/05 05:39",-3,1,1,1,1,-3,-3,-3,1,-3,1,-3,1,-3,-3,1,1,1
"340","2017/04/05 05:40",-3,1,2,2,1,-3,-3,1,1,-3,1,-3,-3,-3,-3,1,2,1
"341","2017/04/05 05:41",1,1,1,1,1,1,-3,1,1,-3,1,2,1,1,1,1,-3,1
"342","2017/04/05 05:42",-3,1,1,-3,5,3,-3,2,2,4,-3,4,-3,3,3,1,-3,3
"343","2017/04/05 05:43",3,3,4,3,2,2,2,2,1,3,8,8,-3,4,4,5,-3,2
"344","2017/04/05 05:44",-3,1,1,-3,1,1,2,1,1,-3,-3,2,-3,-3,-3,-3,-3,1
"345","2017/04/05 05:45",-3,1,1,1,1,-3,1,1,-3,-3,-3,1,-3,-3,1,2,1,1
"346","2017/04/05 05:46",2,3,3,2,2,1,1,2,1,2,1,2,3,3,2,2,-3,1
"347","2017/04/05 05:47",1,1,2,2,-3,2,2,-3,1,1,1,-3,1,1,-3,2,4,1
"348","2017/04/05 05:48",1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1
"349","2017/04/05 05:49",-3,1,1,1,1,3,1,-3,1,-3,1,1,1,1,-3,1,-3,1
"350","2017/04/05 05:50",-3,1,2,1,1,1,1,1,1,1,1,-3,-3,-3,2,-3,-3,1
"351","2017/04/05 05:51",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"352","2017/04/05 05:52",4,2,4,4,4,5,4,6,3,3,6,4,5,3,4,3,3,3
"353","2017/04/05 05:53",4,3,3,4,2,4,6,4,5,5,6,5,5,3,2,4,2,3
"354","2017/04/05 05:54",-3,1,1,1,1,-3,-3,1,1,-3,-3,1,1,-3,1,-3,-3,1
"355","2017/04/05 05:55",3,1,-3,1,2,1,2,1,1,-3,-3,-3,3,-3,2,-3,-3,2
"356","2017/04/05 05:56",2,1,1,1,1,1,1,-3,1,1,1,-3,-3,-3,2,-3,1,1
"357","2017/04/05 05:57",1,1,1,1,1,1,1,1,1,-3,-3,5,1,1,2,-3,1,1
"358","2017/04/05 05:58",-3,2,1,1,-3,1,1,1,1,-3,3,-3,1,1,1,-3,1,1
"359","2017/04/05 05:59",-3,1,1,1,-3,-3,1,3,1,1,1,-3,-3,1,-3,3,1,1
"360","2017/04/05 06:00",1,2,1,2,1,1,2,-3,1,4,4,-3,-3,1,-3,4,1,2
"361","2017/04/05 06:01",4,1,2,2,2,3,2,4,2,3,4,3,6,3,4,2,2,4
"362","2017/04/05 06:02",1,2,3,3,5,2,4,1,5,6,6,6,4,3,3,4,3,4
"363","2017/04/05 06:03",1,1,1,1,-3,2,-3,1,1,-3,1,1,1,4,1,-3,1,1
"364","2017/04/05 06:04",-3,1,1,-3,-3,1,-3,1,1,-3,1,-3,-3,-3,1,1,1,-3
"365","2017/04/05 06:05",-3,1,-3,1,-3,1,-3,1,3,1,-3,-3,3,-3,-3,-3,1,2
"366","2017/04/05 06:06",1,1,2,1,2,1,1,3,1,1,1,1,1,1,4,1,1,2
"367","2017/04/05 06:07",2,1,1,4,2,4,1,3,2,6,4,2,4,4,2,4,2,-3
"368","2017/04/05 06:08",3,4,3,3,4,3,2,3,1,4,-3,6,4,3,2,4,2,4
"369","2017/04/05 06:09",1,1,1,1,3,4,1,1,2,2,1,1,-3,6,1,1,1,-3
"370","2017/04/05 06:10",1,1,2,2,1,1,1,4,1,1,1,1,1,3,3,1,1,1
"371","2017/04/05 06:11",1,1,1,2,3,2,1,4,1,3,4,2,-3,2,2,1,1,2
"372","2017/04/05 06:12",1,1,1,1,4,2,1,-3,2,2,5,-3,1,-3,-3,3,1,1
"373","2017/04/05 06:13",-3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2
"374","2017/04/05 06:14",-3,1,1,2,1,2,3,5,2,1,1,-3,-3,-3,-3,1,1,-3
"375","2017/04/05 06:15",-3,1,1,1,1,1,2,1,2,4,1,-3,-3,3,-3,1,2,-3
"376","2017/04/05 06:16",1,1,2,1,2,2,-3,2,1,2,-3,-3,2,2,-3,1,2,-3
"377","2017/04/05 06:17",1,1,1,1,1,2,2,1,1,1,1,-3,-3,1,2,1,1,1
"378","2017/04/05 06:18",1,1,2,1,1,1,1,1,1,1,-3,-3,1,1,-3,1,1,2
"379","2017/04/05 06:19",1,1,-3,1,1,1,1,-3,1,1,1,-3,-3,-3,-3,1,2,1
"380","2017/04/05 06:20",-3,1,1,1,1,1,1,-3,1,1,-3,-3,1,1,2,-3,3,2
"381","2017/04/05 06:21",-3,1,1,1,1,1,1,1,1,2,4,2,2,1,1,-3,2,1
"382","2017/04/05 06:22",-3,1,1,1,-3,1,1,-3,1,-3,3,-3,1,1,3,3,1,1
"383","2017/04/05 06:23",1,1,-3,-3,-3,1,1,-3,1,-3,-3,1,1,1,-3,-3,1,1
"384","2017/04/05 06:24",-3,1,-3,1,1,1,1,-3,1,-3,1,-3,-3,-3,-3,-3,2,1
"385","2017/04/05 06:25",2,1,1,1,3,1,3,1,1,2,1,1,1,1,1,1,1,1
"386","2017/04/05 06:26",-3,1,1,1,1,1,-3,-3,2,1,1,1,-3,2,4,2,1,1
"387","2017/04/05 06:27",-3,2,1,2,1,1,-3,1,2,-3,1,-3,2,2,-3,1,1,1
"388","2017/04/05 06:28",-3,2,1,1,-3,1,-3,1,1,-3,-3,1,-3,-3,1,-3,1,2
"389","2017/04/05 06:29",1,1,1,1,1,1,-3,2,1,-3,-3,1,2,1,1,2,1,1
"390","2017/04/05 06:30",-3,1,1,1,-3,1,1,2,1,-3,1,-3,-3,-3,-3,4,1,1
"391","2017/04/05 06:31",2,2,1,2,2,2,1,2,2,3,-3,2,2,3,2,2,2,5
"392","2017/04/05 06:32",3,3,3,4,3,2,2,3,3,4,3,3,3,3,3,4,2,3
"393","2017/04/05 06:33",4,4,3,4,3,2,3,6,2,2,4,4,4,4,3,3,4,3
"394","2017/04/05 06:34",1,1,1,1,1,1,1,1,1,1,1,2,-3,3,1,1,2,1
"395","2017/04/05 06:35",1,1,2,-3,-3,1,1,-3,1,-3,-3,-3,-3,-3,-3,1,1,1
"396","2017/04/05 06:36",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
"397","2017/04/05 06:37",-3,1,1,1,-3,1,-3,1,1,-3,1,-3,-3,-3,-3,-3,1,1
"398","2017/04/05 06:38",-3,1,1,-3,-3,1,1,3,2,1,1,4,-3,-3,2,2,1,1
"399","2017/04/05 06:39",-3,1,2,1,2,1,1,1,2,1,1,3,-3,1,1,1,1,2
"400","2017/04/05 06:40",-3,3,2,4,3,1,-3,2,2,6,-3,-3,-3,-3,4,4,2,1
"401","2017/04/05 06:41",4,2,2,2,4,2,2,2,3,4,-3,4,4,4,4,-3,4,3
"402","2017/04/05 06:42",-3,1,1,-3,4,2,1,2,1,1,-3,-3,-3,-3,-3,1,1,-3
"403","2017/04/05 06:43",-3,1,1,-3,1,1,1,-3,1,1,-3,-3,-3,-3,-3,1,1,1
"404","2017/04/05 06:44",-3,1,-3,-3,-3,1,1,-3,1,1,-3,-3,-3,-3,-3,1,1,1
"405","2017/04/05 06:45",-3,1,-3,3,1,1,2,1,1,1,-3,-3,-3,-3,-3,2,2,1
"406","2017/04/05 06:46",3,3,3,2,3,2,2,5,2,4,1,4,4,4,7,6,2,1
"407","2017/04/05 06:47",1,1,2,2,-3,1,1,4,1,3,1,1,2,3,2,-3,6,1
"408","2017/04/05 06:48",-3,1,2,2,1,1,-3,1,2,1,1,1,-3,1,5,-3,1,2
"409","2017/04/05 06:49",-3,1,-3,1,1,3,-3,-3,2,1,1,-3,2,1,1,-3,1,-3
"410","2017/04/05 06:50",2,2,2,2,2,1,2,3,2,1,1,-3,8,2,2,1,2,2
"411","2017/04/05 06:51",1,1,2,3,-3,1,4,1,2,1,2,4,2,1,2,2,1,2
"412","2017/04/05 06:52",3,2,2,2,3,1,2,2,1,7,4,-3,2,3,3,1,2,-3
"413","2017/04/05 06:53",6,2,3,4,-3,2,4,8,2,1,6,7,4,3,2,4,3,3
"414","2017/04/05 06:54",-3,1,-3,1,1,1,2,4,1,5,-3,3,1,2,1,1,1,2
"415","2017/04/05 06:55",1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1
"416","2017/04/05 06:56",3,2,2,1,3,1,1,4,1,3,4,5,3,3,4,1,1,3
"417","2017/04/05 06:57",2,2,2,-3,-3,2,1,3,1,6,-3,3,3,5,4,4,2,4
"418","2017/04/05 06:58",-3,1,2,2,2,1,1,1,1,2,3,3,1,1,4,-3,1,2
"419","2017/04/05 06:59",3,1,1,3,-3,1,1,1,1,1,1,2,-3,-3,-3,1,2,-3
"420","2017/04/05 07:00",5,1,3,4,5,1,3,3,2,2,5,-3,2,4,4,3,2,4
"421","2017/04/05 07:01",2,3,2,2,2,2,2,1,2,3,4,-3,2,2,-3,2,3,2
"422","2017/04/05 07:02",4,1,1,1,2,2,3,2,1,3,1,-3,2,2,2,1,2,-3
"423","2017/04/05 07:03",1,1,2,1,1,1,1,1,1,1,-3,1,-3,-3,1,-3,1,-3
"424","2017/04/05 07:04",1,1,1,1,-3,2,1,3,3,3,-3,-3,2,2,-3,2,1,-3
"425","2017/04/05 07:05",1,1,2,3,-3,1,3,9,1,1,4,-3,-3,-3,-3,-3,1,1
"426","2017/04/05 07:06",2,1,2,1,2,1,1,2,1,4,1,1,2,2,2,2,1,2
"427","2017/04/05 07:07",3,3,4,2,3,2,6,3,3,3,4,8,3,4,4,3,3,2
"428","2017/04/05 07:08",1,1,2,-3,1,1,1,-3,1,1,-3,-3,-3,1,1,1,1,2
"429","2017/04/05 07:09",3,1,2,-3,-3,1,2,-3,1,4,4,-3,4,2,-3,3,3,2
"430","2017/04/05 07:10",3,3,2,2,4,2,3,1,2,-3,3,4,3,3,3,3,3,3
"431","2017/04/05 07:11",1,2,2,2,-3,2,1,-3,1,4,4,8,-3,3,-3,-3,3,3
"432","2017/04/05 07:12",1,2,1,2,1,2,2,2,3,3,1,1,2,1,1,1,1,1
"433","2017/04/05 07:13",-3,1,3,1,2,1,2,1,2,3,4,-3,1,1,-3,-3,1,1
"434","2017/04/05 07:14",2,2,2,-3,2,2,1,4,1,7,-3,4,-3,1,-3,2,3,2
"435","2017/04/05 07:15",1,2,1,2,1,2,2,1,1,1,1,1,3,1,2,2,1,2
"436","2017/04/05 07:16",2,2,2,2,3,1,1,6,3,3,4,2,4,4,1,2,2,3
"437","2017/04/05 07:17",2,2,3,2,2,1,3,8,4,1,-3,-3,1,4,1,1,1,1
"438","2017/04/05 07:18",2,1,1,2,2,2,3,1,1,4,-3,-3,4,1,1,2,3,2
"439","2017/04/05 07:19",1,1,2,1,1,1,1,1,1,1,5,1,-3,-3,1,-3,2,1
"440","2017/04/05 07:20",1,1,1,1,1,1,1,-3,2,2,5,3,3,4,2,2,3,2
"441","2017/04/05 07:21",2,2,2,1,3,2,1,2,2,1,3,-3,1,1,2,2,4,2
"442","2017/04/05 07:22",2,1,2,4,2,2,3,3,1,3,1,-3,1,-3,-3,-3,4,1
"443","2017/04/05 07:23",2,3,4,1,3,3,2,3,4,8,2,1,2,4,2,2,2,2
"444","2017/04/05 07:24",2,1,1,1,1,1,2,2,1,3,1,2,2,2,1,2,1,1
"445","2017/04/05 07:25",2,1,3,1,1,2,1,1,3,4,5,2,1,1,2,2,1,1
"446","2017/04/05 07:26",2,1,2,1,2,2,1,3,3,1,6,5,3,4,1,2,2,3
"447","2017/04/05 07:27",-3,1,-3,1,1,1,2,3,2,1,2,1,1,2,1,1,-3,2
"448","2017/04/05 07:28",1,1,-3,-3,2,-3,3,-3,1,1,-3,1,-3,1,2,-3,-3,2
"449","2017/04/05 07:29",6,2,-3,-3,2,2,1,-3,2,1,3,4,-3,4,-3,-3,2,2
"450","2017/04/05 07:30",1,1,2,-3,1,1,2,2,1,1,4,1,2,2,2,2,1,3
"451","2017/04/05 07:31",3,3,3,1,1,1,1,2,2,5,4,3,2,2,2,1,3,4
"452","2017/04/05 07:32",4,1,1,-3,4,1,1,1,1,-3,-3,2,-3,3,-3,1,1,1
"453","2017/04/05 07:33",4,1,2,-3,2,3,2,2,1,3,-3,-3,2,2,1,1,1,4
"454","2017/04/05 07:34",-3,1,-3,2,-3,1,2,-3,3,-3,-3,-3,2,-3,-3,1,-3,2
"455","2017/04/05 07:35",2,2,1,2,1,1,1,1,3,1,1,4,1,2,2,1,1,1
"456","2017/04/05 07:36",2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1
"457","2017/04/05 07:37",1,1,-3,1,1,1,1,1,1,-3,1,-3,-3,-3,-3,1,-3,1
"458","2017/04/05 07:38",-3,3,-3,1,1,1,-3,1,1,-3,1,-3,2,-3,2,4,-3,1
"459","2017/04/05 07:39",1,1,-3,2,-3,1,1,1,1,1,1,-3,-3,-3,1,1,1,1
"460","2017/04/05 07:40",1,1,-3,1,-3,1,1,-3,4,-3,-3,-3,-3,-3,-3,-3,-3,1
"461","2017/04/05 07:41",1,1,1,1,3,1,1,-3,-3,1,1,-3,-3,-3,1,-3,-3,-3
"462","2017/04/05 07:42",2,1,-3,-3,2,1,1,1,1,-3,3,-3,1,-3,-3,-3,1,-3
"463","2017/04/05 07:43",-3,1,-3,-3,2,2,1,-3,1,4,1,1,-3,-3,2,1,-3,-3
"464","2017/04/05 07:44",1,1,-3,1,1,1,1,1,1,-3,1,1,-3,1,1,1,1,1
"465","2017/04/05 07:45",-3,2,-3,1,-3,3,3,3,1,1,1,1,-3,3,1,3,-3,1
"466","2017/04/05 07:46",1,1,1,2,2,1,2,1,2,2,1,2,2,1,1,1,1,1
"467","2017/04/05 07:47",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
"468","2017/04/05 07:48",1,1,1,1,1,2,1,1,1,1,3,1,2,1,1,2,1,1
"469","2017/04/05 07:49",-3,1,1,2,-3,1,-3,1,-3,-3,1,-3,-3,1,1,-3,1,1
"470","2017/04/05 07:50",1,1,4,2,-3,1,3,1,-3,1,1,-3,-3,-3,-3,-3,1,3
"471","2017/04/05 07:51",1,1,1,1,2,3,1,1,1,1,1,4,1,2,1,1,2,1
"472","2017/04/05 07:52",1,1,-3,2,1,1,1,1,2,-3,2,1,1,1,1,1,2,2
"473","2017/04/05 07:53",2,2,1,1,-3,2,1,4,1,1,4,1,2,2,-3,-3,1,2
"474","2017/04/05 07:54",2,2,3,3,6,3,2,3,1,4,7,5,4,6,4,3,3,3
"475","2017/04/05 07:55",1,1,2,-3,-3,1,1,1,1,-3,-3,-3,-3,-3,-3,1,1,-3
"476","2017/04/05 07:56",1,1,-3,1,1,1,1,1,1,-3,1,-3,1,2,-3,-3,1,1
"477","2017/04/05 07:57",1,1,-3,-3,2,1,-3,1,1,1,1,-3,1,-3,2,-3,1,1
"478","2017/04/05 07:58",1,2,-3,-3,2,1,-3,1,-3,-3,1,-3,-3,-3,-3,-3,1,1
"479","2017/04/05 07:59",1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1
"480","2017/04/05 08:00",1,1,2,4,3,2,2,1,1,-3,-3,-3,-3,3,-3,1,1,-3
"481","2017/04/05 08:01",2,1,1,3,2,2,1,2,2,3,2,-3,2,2,3,2,2,3
"482","2017/04/05 08:02",1,1,-3,1,-3,1,1,1,1,1,-3,-3,-3,1,1,-3,1,-3
"483","2017/04/05 08:03",1,1,1,1,1,1,1,1,1,2,-3,-3,-3,1,-3,-3,1,-3
"484","2017/04/05 08:04",2,1,-3,-3,-3,1,1,-3,1,1,-3,-3,-3,-3,-3,-3,2,-3
"485","2017/04/05 08:05",2,1,1,1,1,1,1,-3,1,4,-3,-3,-3,-3,1,-3,1,1
"486","2017/04/05 08:06",1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1
"487","2017/04/05 08:07",-3,1,3,2,3,2,1,7,1,2,3,-3,2,2,3,-3,1,3
"488","2017/04/05 08:08",-3,1,2,-3,-3,1,-3,1,1,1,1,-3,1,-3,-3,-3,1,1
"489","2017/04/05 08:09",2,1,2,1,2,2,-3,3,1,2,1,-3,-3,3,-3,1,1,1
"490","2017/04/05 08:10",1,1,1,-3,1,1,2,2,1,2,-3,1,-3,-3,1,-3,1,1
"491","2017/04/05 08:11",-3,1,1,1,1,1,1,1,1,1,1,-3,-3,2,1,-3,2,1
"492","2017/04/05 08:12",1,1,-3,1,1,1,-3,1,1,-3,-3,-3,1,-3,-3,-3,1,1
"493","2017/04/05 08:13",1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2
"494","2017/04/05 08:14",1,1,1,-3,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1
"495","2017/04/05 08:15",1,1,-3,-3,1,1,2,-3,3,-3,-3,-3,-3,-3,-3,-3,1,1
"496","2017/04/05 08:16",4,2,2,2,2,1,2,3,3,3,6,-3,3,3,-3,3,3,2
"497","2017/04/05 08:17",1,1,-3,1,1,1,1,3,1,1,-3,-3,1,2,-3,2,2,1
"498","2017/04/05 08:18",4,2,5,3,4,4,2,3,2,3,4,6,4,4,5,3,4,4
"499","2017/04/05 08:19",2,1,4,2,3,3,1,4,3,3,4,8,3,4,4,4,3,3
"500","2017/04/05 08:20",4,1,2,3,4,3,1,2,1,4,8,-3,4,-3,3,4,1,1
"501","2017/04/05 08:21",1,2,2,1,1,4,2,1,1,1,1,1,3,1,1,1,1,1
"502","2017/04/05 08:22",3,1,-3,6,2,6,-3,3,1,4,4,4,6,4,-3,-3,-3,2
"503","2017/04/05 08:23",3,2,3,3,3,1,2,2,2,3,7,3,3,3,4,3,2,2
"504","2017/04/05 08:24",2,1,2,1,1,1,1,1,1,1,3,1,2,2,1,1,1,1
